SHA-384, 72864, 96, 32768, 47
SHA-384, 72864, 96, 65536, 47
SHA-512, 72864, 128, 1, 4692
SHA-512, 72864, 128, 2, 2494
SHA-512, 72864, 128, 4, 1304
SHA-512, 72864, 128, 8, 633
SHA-512, 72864, 128, 16, 341
SHA-512, 72864, 128, 32, 188
SHA-512, 72864, 128, 64, 127
SHA-512, 72864, 128, 128, 65
SHA-512, 72864, 128, 256, 78
SHA-512, 72864, 128, 512, 47
SHA-512, 72864, 128, 1024, 47
SHA-512, 72864, 128, 2048, 32
SHA-512, 72864, 128, 4096, 31
SHA-512, 72864, 128, 8192, 46
SHA-512, 72864, 128, 16384, 32
SHA-512, 72864, 128, 32768, 47
SHA-512, 72864, 128, 65536, 64
SHA3-224, 72864, 56, 1, 2176
SHA3-224, 72864, 56, 2, 1157
SHA3-224, 72864, 56, 4, 674
SHA3-224, 72864, 56, 8, 298
SHA3-224, 72864, 56, 16, 186
SHA3-224, 72864, 56, 32, 110
SHA3-224, 72864, 56, 64, 62
SHA3-224, 72864, 56, 128, 47
SHA3-224, 72864, 56, 256, 47
SHA3-224, 72864, 56, 512, 47
SHA3-224, 72864, 56, 1024, 31
SHA3-224, 72864, 56, 2048, 31
SHA3-224, 72864, 56, 4096, 48
SHA3-224, 72864, 56, 8192, 33
SHA3-224, 72864, 56, 16384, 47
SHA3-224, 72864, 56, 32768, 47
SHA3-224, 72864, 56, 65536, 83
SHA3-256, 72864, 64, 1, 2495
SHA3-256, 72864, 64, 2, 1277
SHA3-256, 72864, 64, 4, 642
SHA3-256, 72864, 64, 8, 338
SHA3-256, 72864, 64, 16, 192
SHA3-256, 72864, 64, 32, 112
SHA3-256, 72864, 64, 64, 73
SHA3-256, 72864, 64, 128, 54
SHA3-256, 72864, 64, 256, 52
SHA3-256, 72864, 64, 512, 52
SHA3-256, 72864, 64, 1024, 39
SHA3-256, 72864, 64, 2048, 36
SHA3-256, 72864, 64, 4096, 35
SHA3-256, 72864, 64, 8192, 35
SHA3-256, 72864, 64, 16384, 39
SHA3-256, 72864, 64, 32768, 48
SHA3-256, 72864, 64, 65536, 62
SHA3-384, 72864, 96, 1, 3769
SHA3-384, 72864, 96, 2, 1896
SHA3-384, 72864, 96, 4, 996
SHA3-384, 72864, 96, 8, 503
SHA3-384, 72864, 96, 16, 271
SHA3-384, 72864, 96, 32, 146
SHA3-384, 72864, 96, 64, 97
SHA3-384, 72864, 96, 128, 77
SHA3-384, 72864, 96, 256, 53
SHA3-384, 72864, 96, 512, 47
SHA3-384, 72864, 96, 1024, 42
SHA3-384, 72864, 96, 2048, 44
SHA3-384, 72864, 96, 4096, 38
SHA3-384, 72864, 96, 8192, 37
SHA3-384, 72864, 96, 16384, 39
SHA3-384, 72864, 96, 32768, 38
SHA3-384, 72864, 96, 65536, 63
SHA3-512, 72864, 128, 1, 4877
SHA3-512, 72864, 128, 2, 2540
SHA3-512, 72864, 128, 4, 1279
SHA3-512, 72864, 128, 8, 679
SHA3-512, 72864, 128, 16, 331
SHA3-512, 72864, 128, 32, 187
SHA3-512, 72864, 128, 64, 112
SHA3-512, 72864, 128, 128, 72
SHA3-512, 72864, 128, 256, 63
SHA3-512, 72864, 128, 512, 59
SHA3-512, 72864, 128, 1024, 44
SHA3-512, 72864, 128, 2048, 37
SHA3-512, 72864, 128, 4096, 31
SHA3-512, 72864, 128, 8192, 31
SHA3-512, 72864, 128, 16384, 47
SHA3-512, 72864, 128, 32768, 47
SHA3-512, 72864, 128, 65536, 47
SHA-1, 137632, 40, 1, 2948
SHA-1, 137632, 40, 2, 1489
SHA-1, 137632, 40, 4, 759
SHA-1, 137632, 40, 8, 421
SHA-1, 137632, 40, 16, 245
SHA-1, 137632, 40, 32, 155
SHA-1, 137632, 40, 64, 111
SHA-1, 137632, 40, 128, 85
SHA-1, 137632, 40, 256, 76
SHA-1, 137632, 40, 512, 69
SHA-1, 137632, 40, 1024, 70
SHA-1, 137632, 40, 2048, 65
SHA-1, 137632, 40, 4096, 63
SHA-1, 137632, 40, 8192, 66
SHA-1, 137632, 40, 16384, 66
SHA-1, 137632, 40, 32768, 86
SHA-1, 137632, 40, 65536, 87
SHA-224, 137632, 56, 1, 3997
SHA-224, 137632, 56, 2, 2067
SHA-224, 137632, 56, 4, 1124
SHA-224, 137632, 56, 8, 570
SHA-224, 137632, 56, 16, 322
SHA-224, 137632, 56, 32, 190
SHA-224, 137632, 56, 64, 127
SHA-224, 137632, 56, 128, 92
SHA-224, 137632, 56, 256, 77
SHA-224, 137632, 56, 512, 77
SHA-224, 137632, 56, 1024, 67
SHA-224, 137632, 56, 2048, 79
SHA-224, 137632, 56, 4096, 65
SHA-224, 137632, 56, 8192, 63
SHA-224, 137632, 56, 16384, 68
SHA-224, 137632, 56, 32768, 71
SHA-224, 137632, 56, 65536, 91
SHA-256, 137632, 64, 1, 4634
SHA-256, 137632, 64, 2, 2314
SHA-256, 137632, 64, 4, 1248
SHA-256, 137632, 64, 8, 692
SHA-256, 137632, 64, 16, 422
SHA-256, 137632, 64, 32, 234
SHA-256, 137632, 64, 64, 133
SHA-256, 137632, 64, 128, 106
SHA-256, 137632, 64, 256, 109
SHA-256, 137632, 64, 512, 94
